0.116227042	0.391069086	0.393217337	0.204295515	0.256330299	0.469075594	0	0.047651362	0.40668282	0.019556968	0.789344737	0.095748609	0.012808342	1	1	0.365984229	0.08093038	0	0.017843772	1	0.682519372	1	0.296950116	0	0.035097541	0	0	0.014261408	0.00069206	0.063332439	0.007596594	0	0	0.196654731	0.493565163	0.262137813	0.496427008	0.513554682	0.7	0	0	0	1	0.5	0	0	0.5	1	0.3	0	1	1	0	1	0.96969697	0.043645121	0	0	0.5	1	0.654894859	0.345893374	0.951219512	0.481008079	0.415	1
0.116227042	0.391069086	0.393217337	0.204295515	0.256330299	0.469075594	0	0.047651362	0.40668282	0.019556968	0.789344737	0.095748609	0.012808342	1	1	0.365984229	0.08093038	0	0.017843772	1	0.682519372	1	0.296950116	0	0.035097541	0	0	0.014261408	0.00069206	0.063332439	0.007596594	0	0	0.196654731	0.493565163	0.262137813	0.496427008	0.513554682	0.7	0	0	0	1	0.5	0	0	0.5	1	0.3	0	1	1	0	1	0.96969697	0.043645121	0	0	0.5	1	0.654894859	0.345893374	0.951219512	0.481008079	0.415	1
0.116227042	0.391069086	0.393217337	0.204295515	0.256330299	0.469075594	0	0.047651362	0.40668282	0.019556968	0.789344737	0.095748609	0.012808342	1	1	0.365984229	0.08093038	0	0.017843772	1	0.682519372	1	0.296950116	0	0.035097541	0	0	0.014261408	0.00069206	0.063332439	0.007596594	0	0	0.196654731	0.493565163	0.262137813	0.496427008	0.513554682	0.7	0	0	0	1	0.5	0	0	0.5	1	0.3	0	1	1	0	1	0.96969697	0.043645121	0	0	0.5	1	0.654894859	0.345893374	0.951219512	0.481008079	0.415	1
0.096317239	0.402753467	0.456872935	0.236982766	0.256330299	0.480149136	0	0.050878867	0.472605332	0.016623423	0.783041057	0.102841256	0.014468682	1	1	0.366208139	0.180641627	0	0.044970341	0.846632935	0.604877126	1	0.228647582	0	0.044913628	0	0	0.053571967	0.002285537	0.275737341	0.029380343	0	0.500650211	0.196654731	0.493565163	0.230542609	0.496455573	0.508070029	0.7	0	0	0	1	0.5	0	0	0.5	1	0.3	0	1	1	0	1	0.96969697	0.043645121	0	0	0.5	1	0.694134219	0.345893374	0.951219512	0.481008079	0.468559	1
0.273060589	0.498039321	0	0.010660602	0	0.467299672	1	0.004856579	0.550444098	0	0.65986008	0	0	1	1	0	0.079883958	0.06278135	0.028966613	1	0.638743416	0.455822598	0.260982047	0.678418267	0.001631233	0.014781432	0	0	0.010331859	5.79114E-05	0.008531196	0	0.503882604	0.196654731	0.493565163	0.197891769	0.495855715	0.506794839	0.7	0	0	0	0.75	0.5	0	0	0.5	1	0.3	0	1	1	0	1	1	0.043645121	0	0	0.5	1	0.474091961	0.356066708	0.975609756	0.182182262	0.35	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498297803	0	0	0	0	0	0	0	0	0	0.196654731	0.493565163	0	0.495855715	0.503270552	0.7	1	0	0	0	0.5	0.5	0.5	0.168292683	1	1	1	1	1	1	1	0.909090909	0.087290241	0	0.7	1	1	0.655900996	0.356066708	1	0.549710599	0.4	1
0.186088093	0.498071905	0.112450683	0.038612065	0	0.461902278	1	0.004966946	0.422665968	0	0.665748429	0	0	1	1	0	0	0.064122007	0	1	0.399647421	0	0	0.724092484	0.002006464	0.014781432	0.005110243	0	0.002805515	7.30566E-05	0.010839893	0	0.504092064	0.196654731	0.493565163	0.275953322	0.495855715	0.508728899	0.7	0	0	0	1	0.5	0	0	0.5	1	0.3	0	1	1	0	1	1	0.043645121	0	0	0.5	1	0.575410001	0.305200036	1	0.269395273	0.35	1
0.651031818	0.532689361	0	0.092996704	0	0.469280954	1	0.001044703	0.580028361	0	0.844513861	0	0	0.973657126	0.999998716	0	0.007527431	0.040000447	0.00664291	0.875741935	0.510243733	0.092944576	0.09040925	0.565766104	0.000934049	0.014781432	0	0	0.005166347	0.000152578	0.002328279	0	0.504129392	0.196654731	0.493565163	0.248928763	0.495855715	0.513027668	0	0	0	0	0	0.5	0	0	0	1	0	0	0.6	0	0	1	1	0	0.708252682	0	0	0.2	0.694637287	0.356066708	0.975609756	0.182182262	0.05	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498297803	0	0	0	0	0	0	0	0	0	0.196654731	0.493565163	0	0.495855715	0.503270552	1	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0.6	0	0	0	0.4	0	0.2	0.714256968	0.406933381	1	0.22066321	0.19	1
0.453816963	0.471543995	0	0.04826266	0	0.494091949	1	0.041004079	0.512729473	0	0.850810877	0.074588051	0	1	1	0	0.231692056	0	0.254717792	0.336032842	0.527891709	0.644076492	0.123612803	0.486870754	0.004708164	0.014781432	0.005110243	0.923029039	0.037986512	0.001083209	0.077892755	0	0.502472608	0.196654731	0.493565163	0.345167094	0.495855715	0.518808319	0	0	0	0	0	0.5	1	0.25	0	0.7	0	0	1	1	1	1	1	0.087290241	0.354126341	0	0	0	0.694637287	0.356066708	0.975609756	0.182182262	0.6685	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498297803	0	0	0	0	0	0	0	0	0	0.196654731	0.493565163	0	0.495855715	0.503270552	1	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0.6	0	0	0	0.4	0	0.2	0.895361706	0.406933381	1	0.22066321	0.19	1
0.096317239	0.402753467	0.456872935	0.236982766	0.256330299	0.480149136	0	0.050878867	0.472605332	0.016623423	0.783041057	0.102841256	0.014468682	1	1	0.366208139	0.180641627	0	0.044970341	0.846632935	0.604877126	1	0.228647582	0	0.044913628	0	0	0.053571967	0.002285537	0.275737341	0.029380343	0	0.500650211	0.196654731	0.493565163	0.230542609	0.496455573	0.508070029	0.7	0	0	0	1	0.5	0	0	0.5	1	0.3	0	1	1	0	1	0.96969697	0.043645121	0	0	0.5	1	0.694134219	0.345893374	0.951219512	0.481008079	0.468559	1
